序号,测试文本,识别意图,置信度,阈值,状态,实体信息,响应时间,期望的识别结果,期望的实体
56,亮度调到五十,bright_value,93.92%,0.8,已识别,[],15ms,,
57,亮度调高到百分之三十三,bright_value,99.98%,0.8,已识别,[],15ms,,
58,亮度调低到五十,bright_value,98.94%,0.8,已识别,[],19ms,,
59,设置亮度为八十,未识别,75.85%,0.8,未识别,[],16ms,bright_value,八十
60,亮度设为百分之六十,未识别,52.96%,0.8,未识别,[],15ms,bright_value,六十
61,设置亮度值,bright_value,99.43%,0.8,已识别,[],16ms,,
62,亮度调到150,bright_value,100.00%,0.8,已识别,[],16ms,,
63,亮度设置为两百,未识别,56.97%,0.8,未识别,[],16ms,bright_value,两百
64,最高亮度,bright_max,99.95%,0.8,已识别,[],16ms,,
65,屏幕调到最亮,bright_max,99.98%,0.8,已识别,[],16ms,,
66,帮我把亮度调到最大,bright_max,99.96%,0.8,已识别,[],16ms,,
67,亮度调到最高,bright_max,99.98%,0.8,已识别,[],16ms,,
68,调到最大亮度,bright_max,99.98%,0.8,已识别,[],17ms,,
69,最低亮度,bright_min,99.98%,0.8,已识别,[],16ms,,
70,屏幕调到最暗,bright_min,100.00%,0.8,已识别,[],17ms,,
71,亮度调到最低,bright_min,100.00%,0.8,已识别,[],15ms,,
72,帮我把亮度调到最小,bright_min,99.99%,0.8,已识别,[],17ms,,
73,调到最小亮度,bright_min,100.00%,0.8,已识别,[],16ms,,
74,亮度调节,bright_value,99.66%,0.8,已识别,[],15ms,,
75,调一下亮度,bright_value,99.95%,0.8,已识别,[],16ms,,
76,设置下屏幕亮度,bright_value,83.53%,0.8,已识别,[],16ms,,
77,亮度设置,bright_value,91.25%,0.8,已识别,[],15ms,,
78,帮我控制亮度,bright_up,96.89%,0.8,已识别,[],16ms,,
79,开始烹饪,voice_cmd_start_cooking,100.00%,0.8,已识别,[],19ms,,
80,开始做菜,voice_cmd_start_cooking,100.00%,0.8,已识别,[],17ms,,
81,开始加热,voice_cmd_start_cooking,100.00%,0.8,已识别,[],17ms,,
82,启动烹饪,voice_cmd_start_cooking,99.99%,0.8,已识别,[],16ms,,
83,开启烹饪,voice_cmd_start_cooking,99.98%,0.8,已识别,[],15ms,,
84,暂停,voice_cmd_pause_cooking,99.98%,0.8,已识别,[],13ms,,
85,暂停一下,voice_cmd_pause_cooking,99.99%,0.8,已识别,[],14ms,,
86,暂停加热,voice_cmd_pause_cooking,100.00%,0.8,已识别,[],15ms,,
87,暂停解冻,voice_cmd_pause_cooking,99.99%,0.8,已识别,[],15ms,,
88,暂停复热,voice_cmd_pause_cooking,99.99%,0.8,已识别,[],13ms,,
89,继续烹饪,voice_cmd_continue_cooking,100.00%,0.8,已识别,[],15ms,,
90,继续加热,voice_cmd_continue_cooking,100.00%,0.8,已识别,[],13ms,,
91,继续解冻,voice_cmd_continue_cooking,99.77%,0.8,已识别,[],14ms,,
92,继续复热,voice_cmd_continue_cooking,100.00%,0.8,已识别,[],17ms,,
93,接着加热,voice_cmd_continue_cooking,99.99%,0.8,已识别,[],20ms,,
94,停止烹饪,voice_cmd_stop_cooking,99.96%,0.8,已识别,[],16ms,,
95,结束烹饪,voice_cmd_stop_cooking,100.00%,0.8,已识别,[],13ms,,
96,退出烹饪,voice_cmd_stop_cooking,99.96%,0.8,已识别,[],16ms,,
97,关闭烹饪,voice_cmd_stop_cooking,99.93%,0.8,已识别,[],16ms,,
98,停止做饭,voice_cmd_stop_cooking,100.00%,0.8,已识别,[],16ms,,
99,加热到30,未识别,70.94%,0.8,未识别,[],18ms,set_cooking_temp,30
100,温度设置为50,未识别,49.04%,0.8,未识别,[],19ms,set_cooking_temp,50
101,温度选择80,未识别,72.18%,0.8,未识别,[],17ms,set_cooking_temp,80
102,设置100度,set_cooking_time,84.58%,0.8,已识别,[],17ms,,
103,加热到180度,未识别,44.51%,0.8,未识别,[],17ms,set_cooking_temp,180
104,设置烹饪温度,set_cooking_temp,99.98%,0.8,识别错误,[],14ms,set_cooking_temp,100度
105,温度设置,set_cooking_temp,99.95%,0.8,已识别,[],15ms,,
106,设置高温,set_cooking_temp,99.98%,0.8,已识别,[],16ms,,
107,温度选择中温,set_cooking_temp,99.99%,0.8,已识别,[],16ms,,
108,红烧排骨加热至100度,set_food_cooking_temp,99.28%,0.8,已识别,"[{""entity"":""菜品名称"",""start"":0,""end"":4,""confidence_entity"":0.9302055835723877,""value"":""红烧排骨"",""extractor"":""DIETClassifier""}]",17ms,,
109,热一下乌鸡汤到60度,bright_value,97.60%,0.8,识别错误,[],16ms,set_food_cooking_temp,乌鸡汤、60度
110,把红豆粥的温度加到70,bright_value,96.20%,0.8,识别错误,"[{""entity"":""菜品名称"",""start"":1,""end"":4,""confidence_entity"":0.9236431121826172,""value"":""红豆粥"",""extractor"":""DIETClassifier""}]",21ms,set_food_cooking_temp,红豆粥、70
111,65度烹饪清蒸鱼,set_cooking_time,96.73%,0.8,识别错误,[],16ms,set_food_cooking_temp,清蒸鱼、65
112,加热牛奶到180度,未识别,31.24%,0.8,未识别,[],15ms,set_cooking_temp,180
113,小火,set_firepower,99.99%,0.8,已识别,"[{""entity"":""火力"",""start"":0,""end"":2,""confidence_entity"":0.9992088675498962,""value"":""小火"",""extractor"":""DIETClassifier"",""processors"":[""EntitySynonymMapper""]}]",13ms,,
114,我要低火,set_firepower,99.99%,0.8,已识别,"[{""entity"":""火力"",""start"":2,""end"":4,""confidence_entity"":0.9472684860229492,""value"":""低火"",""extractor"":""DIETClassifier"",""processors"":[""EntitySynonymMapper""]}]",13ms,,
115,选择中火吧,set_cooking_temp,84.32%,0.8,已识别,[],15ms,,
116,设置大火,set_firepower,99.45%,0.8,已识别,"[{""entity"":""火力"",""start"":2,""end"":4,""confidence_entity"":0.7307315468788147,""value"":""大火"",""extractor"":""DIETClassifier""}]",13ms,,
117,设置高火,未识别,76.62%,0.8,未识别,[],17ms,set_firepower,高火
118,火力设置为最小,set_firepower,97.68%,0.8,已识别,[],16ms,,
119,设置火力,set_firepower,100.00%,0.8,已识别,"[{""entity"":""火力"",""start"":2,""end"":4,""confidence_entity"":0.8319824934005737,""value"":""火力"",""extractor"":""DIETClassifier"",""processors"":[""EntitySynonymMapper""]}]",17ms,,
120,火力选择,set_firepower,100.00%,0.8,已识别,[],19ms,,
121,小火三分钟,set_firepower_time,100.00%,0.8,识别错误,"[{""entity"":""火力"",""start"":0,""end"":2,""confidence_entity"":0.9994915723800659,""value"":""小火"",""extractor"":""DIETClassifier"",""processors"":[""EntitySynonymMapper""]}]",15ms,,小火、三分钟
122,三分钟高火,set_firepower_time,99.99%,0.8,识别错误,[],15ms,,高火、三分钟
123,设置中火一分钟吧,set_cooking_temp,95.79%,0.8,识别错误,[],17ms,,中火、一分钟
124,火力选择大火时间选择两分半,set_firepower_time,99.99%,0.8,已识别,[],21ms,,
125,选择大火三分钟,set_firepower_time,100.00%,0.8,已识别,"[{""entity"":""火力"",""start"":2,""end"":4,""confidence_entity"":0.9959660768508911,""value"":""大火"",""extractor"":""DIETClassifier""}]",16ms,,
126,设置八分钟,set_cooking_time,98.23%,0.8,识别错误,[],15ms,,八分钟
127,时间选择五分钟,set_cooking_time,100.00%,0.8,识别错误,[],16ms,,五分钟
128,三十分钟,set_cooking_time,99.07%,0.8,识别错误,[],15ms,,三十分钟
129,一小时十分钟,set_cooking_time,99.95%,0.8,识别错误,[],18ms,,一小时十分钟
130,选择六十秒吧,set_cooking_temp,99.62%,0.8,识别错误,[],17ms,,六十秒
131,设置熄屏时间为30秒,screen_off_timeout,100.00%,0.8,已识别,"[{""entity"":""休眠时间"",""start"":7,""end"":10,""confidence_entity"":0.9978901743888855,""value"":""30秒"",""extractor"":""DIETClassifier"",""processors"":[""EntitySynonymMapper""]}]",14ms,,
132,一分钟后熄屏,screen_off_timeout,99.17%,0.8,已识别,"[{""entity"":""休眠时间"",""start"":0,""end"":4,""confidence_entity"":0.7742553353309631,""value"":""一分钟后"",""extractor"":""DIETClassifier""}]",14ms,,
133,熄屏时间设置为一分钟,screen_off_timeout,99.90%,0.8,已识别,"[{""entity"":""休眠时间"",""start"":7,""end"":10,""confidence_entity"":0.44315004348754883,""value"":""一分钟"",""extractor"":""DIETClassifier""}]",16ms,,
135,我要设置熄屏时间,screen_off_timeout,99.99%,0.8,已识别,[],14ms,,
136,屏幕休眠时间设为3分钟,未识别,52.02%,0.8,未识别,[],17ms,screen_off_timeout,3分钟
137,熄屏,screen_off,99.97%,0.8,已识别,[],13ms,,
138,关闭屏幕,screen_off,99.98%,0.8,已识别,[],15ms,,
139,熄灭屏幕,screen_off,99.99%,0.8,已识别,[],14ms,,
140,关闭屏幕显示,screen_off,99.99%,0.8,已识别,[],14ms,,
141,黑屏,screen_off,99.99%,0.8,已识别,[],14ms,,
142,打开童锁,child_lock_on,99.92%,0.8,已识别,[],14ms,,
143,帮我打开童锁,child_lock_on,99.74%,0.8,已识别,[],13ms,,
144,使用童锁功能,child_lock_on,99.97%,0.8,已识别,[],16ms,,
145,启动童锁,child_lock_on,99.29%,0.8,已识别,[],15ms,,
146,关闭童锁,child_lock_off,99.95%,0.8,已识别,[],16ms,,
147,帮我关了童锁,未识别,42.92%,0.8,未识别,[],15ms,child_lock_off,
148,解除锁定,child_lock_off,99.77%,0.8,已识别,[],14ms,,
149,解除童锁,child_lock_off,99.98%,0.8,已识别,[],15ms,,
150,童锁控制,child_lock_on,96.36%,0.8,已识别,[],15ms,,
151,我想换个角色,role_switch,99.99%,0.8,已识别,[],14ms,,
152,切换角色,role_switch,99.99%,0.8,已识别,[],15ms,,
153,切换第二个角色,role_switch,99.97%,0.8,识别错误,[],14ms,,第二个
154,帮我换回第一个角色,role_switch,99.93%,0.8,识别错误,[],14ms,,第一个
156,我想换个主题,未识别,52.36%,0.8,未识别,[],16ms,set_theme_next,
157,换个主题,set_theme_next,98.78%,0.8,已识别,[],15ms,,
158,切换第二个主题,set_theme_next,99.99%,0.8,已识别,[],15ms,,
159,我要用第一个主题,未识别,75.94%,0.8,未识别,[],16ms,set_theme_next,1
161,切换上一个主题,set_theme_previous,94.55%,0.8,已识别,[],14ms,,
162,我想用回上一个主题,set_theme_previous,99.98%,0.8,已识别,[],15ms,,
163,主题换回上一个,set_theme_previous,99.99%,0.8,已识别,[],14ms,,
164,选择上一个主题,set_theme_previous,99.77%,0.8,已识别,[],16ms,,
165,返回首页,back_home_page,99.96%,0.8,已识别,[],14ms,,
166,返回桌面,back_home_page,99.88%,0.8,已识别,[],15ms,,
167,返回主页,back_home_page,99.98%,0.8,已识别,[],14ms,,
168,回到首页,back_home_page,99.99%,0.8,已识别,[],13ms,,
169,打开设置,未识别,49.55%,0.8,未识别,[],14ms,jump_to_page,设置页面
170,进入设置,未识别,59.27%,0.8,未识别,[],13ms,jump_to_page,设置页面
171,打开设置页,未识别,56.09%,0.8,未识别,[],14ms,jump_to_page,设置页面
172,查看网络,page_previous,91.92%,0.8,识别错误,[],16ms,jump_to_page,网络页面
173,打开网络设置,未识别,61.34%,0.8,未识别,[],14ms,jump_to_page,网络设置页面
174,看一下网络设置,set_category_size,97.98%,0.8,识别错误,"[{""entity"":""份量"",""start"":3,""end"":5,""confidence_entity"":0.8299289345741272,""value"":""网络"",""extractor"":""DIETClassifier""}]",14ms,jump_to_page,网络设置页面
175,查看WiFi,未识别,54.93%,0.8,未识别,[],14ms,jump_to_page,WiFi页面
176,打开WiFi设置,未识别,58.09%,0.8,未识别,[],15ms,jump_to_page,WiFi设置页面
177,我想联网,未识别,51.20%,0.8,未识别,[],14ms,jump_to_page,联网页面
178,我想连接网络,未识别,24.84%,0.8,未识别,[],15ms,jump_to_page,连接网络页面
179,帮我联网,未识别,72.10%,0.8,未识别,[],16ms,jump_to_page,联网页面
180,进入联网页,未识别,41.30%,0.8,未识别,[],18ms,jump_to_page,联网页面
181,切换到联网页,jump_to_page,90.09%,0.8,识别错误,[],17ms,,联网页面
182,进入联网页面,未识别,45.01%,0.8,未识别,[],14ms,jump_to_page,联网页面
183,跳到联网页面,未识别,45.45%,0.8,未识别,[],15ms,jump_to_page,联网页面
184,跳转到设备联网页,back_home_page,88.93%,0.8,识别错误,[],15ms,jump_to_page,设备联网页页面
185,查看网络信息,page_previous,98.53%,0.8,识别错误,[],15ms,jump_to_page,网络信息页面
186,打开设备信息,未识别,42.73%,0.8,未识别,[],15ms,jump_to_page,设备信息页面
187,查看设备信息,page_previous,98.97%,0.8,识别错误,[],15ms,jump_to_page,设备信息页面
188,打开设备详情页,未识别,46.73%,0.8,未识别,[],16ms,jump_to_page,设备详情页面
189,看一下设备信息,set_category_size,98.48%,0.8,识别错误,"[{""entity"":""份量"",""start"":3,""end"":5,""confidence_entity"":0.5699471235275269,""value"":""设备"",""extractor"":""DIETClassifier""},{""entity"":""品类"",""start"":5,""end"":7,""confidence_entity"":0.44944095611572266,""value"":""信息"",""extractor"":""DIETClassifier""}]",14ms,jump_to_page,设备信息页面
190,查看设备信息详情,page_previous,95.05%,0.8,识别错误,[],14ms,jump_to_page,设备信息页面
191,打开设备详情,未识别,40.07%,0.8,未识别,[],14ms,jump_to_page,设备详情页面
192,看一下设备详情,set_category_size,98.70%,0.8,识别错误,"[{""entity"":""份量"",""start"":3,""end"":5,""confidence_entity"":0.4889332950115204,""value"":""设备"",""extractor"":""DIETClassifier""},{""entity"":""品类"",""start"":5,""end"":7,""confidence_entity"":0.3585643172264099,""value"":""详情"",""extractor"":""DIETClassifier""}]",16ms,jump_to_page,设备详情页面
193,我想看设备信息,未识别,49.15%,0.8,未识别,"[{""entity"":""品类"",""start"":5,""end"":7,""confidence_entity"":0.32756680250167847,""value"":""信息"",""extractor"":""DIETClassifier""}]",15ms,jump_to_page,设备信息页面
194,查看设备详细信息,page_previous,98.97%,0.8,识别错误,[],13ms,jump_to_page,设备详细页面
195,进入设备信息页,未识别,51.48%,0.8,未识别,[],14ms,jump_to_page,设备信息页面
196,切换到设备信息页,jump_to_page,83.74%,0.8,识别错误,[],17ms,,
197,进入设备信息页面,未识别,73.65%,0.8,未识别,[],15ms,jump_to_page,设备信息页面
198,查看设备详情,page_previous,97.23%,0.8,识别错误,[],14ms,jump_to_page,设备详情页面
199,跳到设备信息页,未识别,56.74%,0.8,未识别,[],16ms,jump_to_page,设备信息页面
200,跳转到设备详情页,未识别,74.90%,0.8,未识别,[],14ms,jump_to_page,设备详情页面
201,打开语言切换,未识别,79.04%,0.8,未识别,[],15ms,jump_to_page,语言切换页面
202,我想切换语言,未识别,43.86%,0.8,未识别,[],14ms,jump_to_page,语言切换页面
203,帮我切换语言,未识别,53.95%,0.8,未识别,[],16ms,jump_to_page,语言切换页面
204,进入语音切换页面,jump_to_page,92.56%,0.8,识别错误,[],14ms,,
205,我要换语言,未识别,67.75%,0.8,未识别,[],14ms,jump_to_page,语言切换页面
206,进入切换语言页面,jump_to_page,91.33%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":4,""end"":6,""confidence_entity"":0.7204983830451965,""value"":""语言"",""extractor"":""DIETClassifier""}]",16ms,,语言切换页面
207,打开语言切换页,jump_to_page,97.19%,0.8,识别错误,[],14ms,,语言切换页面
208,帮我打开语言切换页面,jump_to_page,99.19%,0.8,识别错误,[],16ms,,语言切换页面
209,跳到语言切换页,jump_to_page,82.29%,0.8,识别错误,[],16ms,,语言切换页面
210,跳转到语言切换页面,jump_to_page,97.53%,0.8,识别错误,[],16ms,,语言切换页面
211,启动使用帮助页面,jump_to_page,100.00%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":2,""end"":6,""confidence_entity"":0.9814081788063049,""value"":""使用帮助"",""extractor"":""DIETClassifier"",""processors"":[""EntitySynonymMapper""]}]",15ms,,使用帮助页面
212,跳到使用帮助页,jump_to_page,100.00%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":2,""end"":6,""confidence_entity"":0.912667989730835,""value"":""使用帮助"",""extractor"":""DIETClassifier"",""processors"":[""EntitySynonymMapper""]}]",15ms,,使用帮助页面
213,跳转到使用帮助页,jump_to_page,100.00%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":3,""end"":8,""confidence_entity"":0.9936955571174622,""value"":""使用帮助页"",""extractor"":""DIETClassifier"",""processors"":[""EntitySynonymMapper""]}]",16ms,,使用帮助页面
214,打开使用帮助,jump_to_page,100.00%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":2,""end"":6,""confidence_entity"":0.9977333545684814,""value"":""使用帮助"",""extractor"":""DIETClassifier"",""processors"":[""EntitySynonymMapper""]}]",14ms,,使用帮助页面
215,打开使用说明,jump_to_page,99.96%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":2,""end"":6,""confidence_entity"":0.7310346364974976,""value"":""使用说明"",""extractor"":""DIETClassifier""}]",15ms,,使用帮助页面
216,查看使用说明,jump_to_page,99.80%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":2,""end"":6,""confidence_entity"":0.9537092447280884,""value"":""使用说明"",""extractor"":""DIETClassifier""}]",15ms,,使用帮助页面
217,我想查看使用说明,jump_to_page,96.77%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":4,""end"":8,""confidence_entity"":0.9538781046867371,""value"":""使用说明"",""extractor"":""DIETClassifier""}]",18ms,,使用帮助页面
218,看一下使用说明,jump_to_page,99.71%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":3,""end"":7,""confidence_entity"":0.9251490831375122,""value"":""使用说明"",""extractor"":""DIETClassifier""}]",16ms,,使用帮助页面
219,看看使用说明,jump_to_page,99.95%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":2,""end"":6,""confidence_entity"":0.9772725105285645,""value"":""使用说明"",""extractor"":""DIETClassifier""}]",19ms,,使用帮助页面
220,查看使用帮助,jump_to_page,100.00%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":2,""end"":6,""confidence_entity"":0.9983152151107788,""value"":""使用帮助"",""extractor"":""DIETClassifier"",""processors"":[""EntitySynonymMapper""]}]",16ms,,使用帮助页面
221,帮我打开帮助页面,jump_to_page,99.96%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":4,""end"":6,""confidence_entity"":0.9781166315078735,""value"":""帮助"",""extractor"":""DIETClassifier""}]",16ms,,使用帮助页面
222,查看一下使用说明,jump_to_page,99.98%,0.8,识别错误,"[{""entity"":""页面名称"",""start"":4,""end"":8,""confidence_entity"":0.9794437885284424,""value"":""使用说明"",""extractor"":""DIETClassifier""}]",16ms,,使用帮助页面
223,上一页,page_previous,100.00%,0.8,已识别,[],15ms,,
224,返回上一页,page_previous,100.00%,0.8,已识别,[],15ms,,
225,退出,page_previous,99.99%,0.8,已识别,[],13ms,,
226,退出页面,page_previous,100.00%,0.8,已识别,[],16ms,,
227,返回,page_previous,99.99%,0.8,已识别,[],13ms,,
228,页面切换,jump_to_page,99.11%,0.8,已识别,[],16ms,,
229,页面打开,jump_to_page,80.90%,0.8,已识别,[],15ms,,
230,跳转到页面,jump_to_page,95.42%,0.8,已识别,[],15ms,,
231,帮我解冻鸡肉,cooking_unfreeze,99.99%,0.8,已识别,[],17ms,,
232,解冻一下大虾,cooking_unfreeze,99.94%,0.8,已识别,"[{""entity"":""份量"",""start"":4,""end"":6,""confidence_entity"":0.7789418697357178,""value"":""大虾"",""extractor"":""DIETClassifier""}]",15ms,,
233,把牛肉解冻一下,cooking_unfreeze,99.98%,0.8,已识别,[],13ms,,
234,羊肉帮我解冻一下,cooking_unfreeze,99.98%,0.8,已识别,[],14ms,,
235,快帮我解冻,cooking_unfreeze,99.98%,0.8,已识别,[],13ms,,
236,快速解冻,cooking_unfreeze,99.99%,0.8,已识别,[],16ms,,
237,快速解冻牛排,cooking_unfreeze,99.95%,0.8,已识别,"[{""entity"":""品类"",""start"":4,""end"":6,""confidence_entity"":0.8684301376342773,""value"":""牛排"",""extractor"":""DIETClassifier""}]",15ms,,
238,快速解冻排骨,cooking_unfreeze,98.86%,0.8,已识别,[],15ms,,
239,解冻猪肉,cooking_unfreeze,99.99%,0.8,已识别,"[{""entity"":""份量"",""start"":2,""end"":4,""confidence_entity"":0.7933322787284851,""value"":""猪肉"",""extractor"":""DIETClassifier""}]",16ms,,
240,解冻冻肉,cooking_unfreeze,99.99%,0.8,已识别,"[{""entity"":""份量"",""start"":2,""end"":4,""confidence_entity"":0.7882025241851807,""value"":""冻肉"",""extractor"":""DIETClassifier""}]",14ms,,
241,开始智能烹饪,voice_cmd_start_cooking,99.77%,0.8,已识别,[],14ms,,
242,我要进行智能烹饪,AI_cooking_page_open,99.76%,0.8,已识别,[],15ms,,
243,帮我打开智能烹饪页面,AI_cooking_page_open,99.89%,0.8,已识别,[],17ms,,
244,帮我智能烹饪,AI_cooking_page_open,99.97%,0.8,已识别,[],16ms,,
245,启动智能烹饪,voice_cmd_start_cooking,98.63%,0.8,已识别,[],14ms,,
246,微热一下剩饭,heat_cooking_page_open,100.00%,0.8,已识别,"[{""entity"":""品类"",""start"":4,""end"":6,""confidence_entity"":0.5253973603248596,""value"":""剩饭"",""extractor"":""DIETClassifier""}]",15ms,,
247,剩饭加热,heat_cooking_page_open,100.00%,0.8,已识别,[],15ms,,
248,剩菜微热一下,heat_cooking_page_open,99.85%,0.8,已识别,[],15ms,,
249,把三明治稍微热一下,heat_cooking_page_open,100.00%,0.8,已识别,"[{""entity"":""品类"",""start"":1,""end"":4,""confidence_entity"":0.9842783808708191,""value"":""三明治"",""extractor"":""DIETClassifier""}]",17ms,,
250,帮我热一下牛奶,set_foodtype,99.42%,0.8,已识别,[],19ms,,
251,加热一下牛奶,set_foodtype,99.04%,0.8,已识别,[],18ms,,
252,帮我把牛奶热一下,heat_cooking_page_open,82.55%,0.8,已识别,[],16ms,,
253,热一下牛奶,set_foodtype,99.93%,0.8,已识别,[],16ms,,
254,再热一下牛奶,set_foodtype,82.94%,0.8,已识别,[],16ms,,
255,帮我再加热一下牛奶,heat_cooking_page_open,88.60%,0.8,已识别,[],18ms,,
256,复热牛奶,set_foodtype,99.50%,0.8,已识别,[],15ms,,
257,帮我热盒饭,heat_cooking_page_open,100.00%,0.8,已识别,[],16ms,,
258,我要加热鸡排,heat_cooking_page_open,99.99%,0.8,已识别,"[{""entity"":""品类"",""start"":4,""end"":6,""confidence_entity"":0.7671876549720764,""value"":""鸡排"",""extractor"":""DIETClassifier""}]",15ms,,
259,帮我把鸡排再加热一下,heat_cooking_page_open,100.00%,0.8,已识别,"[{""entity"":""品类"",""start"":3,""end"":5,""confidence_entity"":0.5578987002372742,""value"":""鸡排"",""extractor"":""DIETClassifier""}]",18ms,,
260,帮我加热蛋挞,heat_cooking_page_open,99.99%,0.8,已识别,[],16ms,,
261,加热牛排,heat_cooking_page_open,99.89%,0.8,已识别,[],14ms,,
262,把牛排再热一下,heat_cooking_page_open,100.00%,0.8,已识别,"[{""entity"":""品类"",""start"":1,""end"":3,""confidence_entity"":0.8476921319961548,""value"":""牛排"",""extractor"":""DIETClassifier""}]",17ms,,
263,帮我复热牛排,heat_cooking_page_open,99.07%,0.8,已识别,[],16ms,,
264,牛排再热一下,heat_cooking_page_open,100.00%,0.8,已识别,"[{""entity"":""品类"",""start"":0,""end"":2,""confidence_entity"":0.5217034816741943,""value"":""牛排"",""extractor"":""DIETClassifier""}]",17ms,,
265,再热一下炒饭,heat_cooking_page_open,100.00%,0.8,已识别,"[{""entity"":""品类"",""start"":4,""end"":6,""confidence_entity"":0.9355314373970032,""value"":""炒饭"",""extractor"":""DIETClassifier""}]",17ms,,
266,番茄炒蛋复热,heat_cooking_page_open,99.85%,0.8,已识别,[],22ms,,
267,帮我加热,heat_cooking_page_open,99.99%,0.8,已识别,[],17ms,,
268,加热,heat_cooking_page_open,99.89%,0.8,已识别,[],14ms,,
269,开启DIY烹饪页面,DIY_cooking_chef_mode,99.68%,0.8,已识别,[],15ms,,
